artifactId,name,type,category,route,sourceFile,frontendStatus,backendStatus,demoStatus,assetPack,product,workspace,roles,organizationTypes,riskLevel,description,dependencies,tags,embeddingText,status
electrolyte-trend-engine,Electrolyte Trend Engine,tool,Reference,/tools/nephrology/electrolyte-trend-engine,src/pages/tools/NephrologyAssistantPage.jsx,frontend-routed,unsupported,unsupported,core-platform,product-core-platform,clinical|reference|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student,hospital,low,"Electrolyte trend engine for sodium, potassium, bicarbonate, chloride, osmolality, and serial lab context.",src/pages/tools/NephrologyAssistantPage.jsx|src/services/clinicalChatService.js|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,tool|Reference|clinical|reference|operations|core-platform,electrolyte-trend-engine electrolyte trend engine tool reference tools nephrology electrolyte-trend-engine core-platform product-core-platform clinical reference operations emergency physician hospitalist nurse icu clinician medical student hospital low electrolyte trend engine for sodium potassium bicarbonate chloride osmolality and serial lab context src pages tools nephrologyassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool reference clinical reference operations core-platform,draft
endocrine-monitoring-system,Endocrine Monitoring System,tool,Reference,/tools/endocrine/endocrine-monitoring-system,src/pages/tools/EndocrineMetabolicAssistantPage.jsx,frontend-routed,unsupported,unsupported,core-platform,product-core-platform,clinical|reference|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student,hospital,medium,"Endocrine monitoring workspace for glucose, thyroid, calcium, weight, metabolic labs, and missing-data queues.",src/pages/tools/EndocrineMetabolicAssistantPage.jsx|src/services/clinicalChatService.js|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,tool|Reference|clinical|reference|operations|core-platform,endocrine-monitoring-system endocrine monitoring system tool reference tools endocrine endocrine-monitoring-system core-platform product-core-platform clinical reference operations emergency physician hospitalist nurse icu clinician medical student hospital medium endocrine monitoring workspace for glucose thyroid calcium weight metabolic labs and missing-data queues src pages tools endocrinemetabolicassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool reference clinical reference operations core-platform,draft
endoscopy-workflow-assistant,Endoscopy Workflow Assistant,tool,Reference,/tools/gastroenterology/endoscopy-workflow-assistant,src/pages/tools/GastroenterologyAssistantPage.jsx,frontend-routed,unsupported,unsupported,ai-workflow-pack|core-platform,product-core-platform,clinical|reference|assistant|ai-workflow|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student,hospital,medium,"Endoscopy workflow support for indication, preparation status, risk context, documentation, and follow-up queues.",src/pages/tools/GastroenterologyAssistantPage.jsx|src/services/clinicalChatService.js|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,tool|Reference|clinical|reference|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,endoscopy-workflow-assistant endoscopy workflow assistant tool reference tools gastroenterology endoscopy-workflow-assistant ai-workflow-pack core-platform product-core-platform clinical reference assistant ai-workflow operations emergency physician hospitalist nurse icu clinician medical student hospital medium endoscopy workflow support for indication preparation status risk context documentation and follow-up queues src pages tools gastroenterologyassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool reference clinical reference assistant ai-workflow operations ai-workflow-pack core-platform,draft
epworth-sleepiness-scale,Epworth Sleepiness Scale,calculator,Calculator,/tools/calculators/epworth-sleepiness-scale,src/pages/tools/Calculators.jsx,frontend-routed,unsupported,unsupported,laboratory-intelligence,product-laboratory,pharmacy|clinical|calculator|laboratory,pharmacist|hospitalist|emergency physician|nurse,hospital,medium,"Screening only: Epworth Sleepiness Scale (0-24). Does not diagnose sleep apnea, narcolepsy, or medication effects.",src/pages/tools/Calculators.jsx|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,calculator|Calculator|pharmacy|clinical|laboratory|laboratory-intelligence,epworth-sleepiness-scale epworth sleepiness scale calculator calculator tools calculators epworth-sleepiness-scale laboratory-intelligence product-laboratory pharmacy clinical calculator laboratory pharmacist hospitalist emergency physician nurse hospital medium screening only epworth sleepiness scale 0-24 does not diagnose sleep apnea narcolepsy or medication effects src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator pharmacy clinical laboratory laboratory-intelligence,draft
equity-monitoring,Equity Monitoring,tool,Other,/governance/equity,src/pages/platform/PlatformGovernanceWorkspace.jsx,frontend-routed,backend-backed,demo-only,governance-compliance-pack|research-education,product-governance|product-research,research|reference|governance|audit|education,researcher|medical student|hospitalist,hospital,low,"Track baseline cohort coverage, missingness, review outcomes, drift, and bias findings.",/api/governance/equity/summary|src/pages/platform/PlatformGovernanceWorkspace.jsx|src/services/platformSystemsApi.js|platformSystemsExpansionPlan.test.js|routePagesSmoke.test.jsx|App.permissions.test.jsx|platformResponsive.test.jsx,tool|Other|research|reference|governance|audit|education|governance-compliance-pack|research-education,equity-monitoring equity monitoring tool other governance equity governance-compliance-pack research-education product-governance product-research research reference governance audit education researcher medical student hospitalist hospital low track baseline cohort coverage missingness review outcomes drift and bias findings api governance equity summary src pages platform platformgovernanceworkspace jsx src services platformsystemsapi js platformsystemsexpansionplan test js routepagessmoke test jsx app permissions test jsx platformresponsive test jsx tool other research reference governance audit education governance-compliance-pack research-education,beta
executor-backend-src-modules-medical-control-plane-tool-orchestrator-dto-tool-execution-dto-ts,tool-execution.dto,executor,backend-executor,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/dto/tool-execution.dto.ts,internal,backend-source,explicit-source-scan,unknown,unknown,backend,developer|platform-admin,unknown,high,Backend execution/orchestration source file detected at backend/src/modules/medical-control-plane/tool-orchestrator/dto/tool-execution.dto.ts.,backend/src/modules/medical-control-plane/tool-orchestrator/dto/tool-execution.dto.ts,backend|executor|orchestrator,tool-execution dto backend src modules medical-control-plane tool-orchestrator dto tool-execution dto ts backend executor orchestrator handler,active
executor-backend-src-modules-medical-control-plane-tool-orchestrator-entities-tool-result-entity-ts,tool-result.entity,executor,backend-executor,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/entities/tool-result.entity.ts,internal,backend-source,explicit-source-scan,unknown,unknown,backend,developer|platform-admin,unknown,high,Backend execution/orchestration source file detected at backend/src/modules/medical-control-plane/tool-orchestrator/entities/tool-result.entity.ts.,backend/src/modules/medical-control-plane/tool-orchestrator/entities/tool-result.entity.ts,backend|executor|orchestrator,tool-result entity backend src modules medical-control-plane tool-orchestrator entities tool-result entity ts backend executor orchestrator handler,active
executor-backend-src-modules-medical-control-plane-tool-orchestrator-interfaces-clinical-tool-interface-ts,clinical-tool.interface,executor,backend-executor,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/interfaces/clinical-tool.interface.ts,internal,backend-source,explicit-source-scan,unknown,unknown,backend,developer|platform-admin,unknown,high,Backend execution/orchestration source file detected at backend/src/modules/medical-control-plane/tool-orchestrator/interfaces/clinical-tool.interface.ts.,backend/src/modules/medical-control-plane/tool-orchestrator/interfaces/clinical-tool.interface.ts,backend|executor|orchestrator,clinical-tool interface backend src modules medical-control-plane tool-orchestrator interfaces clinical-tool interface ts backend executor orchestrator handler,active
executor-backend-src-modules-medical-control-plane-tool-orchestrator-services-drug-checker-service-ts,drug-checker.service,executor,backend-executor,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/drug-checker.service.ts,internal,backend-source,explicit-source-scan,unknown,unknown,backend,developer|platform-admin,unknown,high,Backend execution/orchestration source file detected at backend/src/modules/medical-control-plane/tool-orchestrator/services/drug-checker.service.ts.,backend/src/modules/medical-control-plane/tool-orchestrator/services/drug-checker.service.ts,backend|executor|orchestrator,drug-checker service backend src modules medical-control-plane tool-orchestrator services drug-checker service ts backend executor orchestrator handler,active
executor-backend-src-modules-medical-control-plane-tool-orchestrator-services-lab-interpreter-service-ts,lab-interpreter.service,executor,backend-executor,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/lab-interpreter.service.ts,internal,backend-source,explicit-source-scan,unknown,unknown,backend,developer|platform-admin,unknown,high,Backend execution/orchestration source file detected at backend/src/modules/medical-control-plane/tool-orchestrator/services/lab-interpreter.service.ts.,backend/src/modules/medical-control-plane/tool-orchestrator/services/lab-interpreter.service.ts,backend|executor|orchestrator,lab-interpreter service backend src modules medical-control-plane tool-orchestrator services lab-interpreter service ts backend executor orchestrator handler,active
executor-backend-src-modules-medical-control-plane-tool-orchestrator-services-sofa-calculator-service-ts,sofa-calculator.service,executor,backend-executor,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/sofa-calculator.service.ts,internal,backend-source,explicit-source-scan,unknown,unknown,backend,developer|platform-admin,unknown,high,Backend execution/orchestration source file detected at backend/src/modules/medical-control-plane/tool-orchestrator/services/sofa-calculator.service.ts.,backend/src/modules/medical-control-plane/tool-orchestrator/services/sofa-calculator.service.ts,backend|executor|orchestrator,sofa-calculator service backend src modules medical-control-plane tool-orchestrator services sofa-calculator service ts backend executor orchestrator handler,active
executor-backend-src-modules-medical-control-plane-tool-orchestrator-tool-orchestrator-controller-ts,tool-orchestrator.controller,executor,backend-executor,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.controller.ts,internal,backend-source,explicit-source-scan,unknown,unknown,backend,developer|platform-admin,unknown,high,Backend execution/orchestration source file detected at backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.controller.ts.,backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.controller.ts,backend|executor|orchestrator,tool-orchestrator controller backend src modules medical-control-plane tool-orchestrator tool-orchestrator controller ts backend executor orchestrator handler,active
executor-backend-src-modules-medical-control-plane-tool-orchestrator-tool-orchestrator-module-ts,tool-orchestrator.module,executor,backend-executor,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.module.ts,internal,backend-source,explicit-source-scan,unknown,unknown,backend,developer|platform-admin,unknown,high,Backend execution/orchestration source file detected at backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.module.ts.,backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.module.ts,backend|executor|orchestrator,tool-orchestrator module backend src modules medical-control-plane tool-orchestrator tool-orchestrator module ts backend executor orchestrator handler,active
executor-backend-src-modules-medical-control-plane-tool-orchestrator-tool-orchestrator-registry-spec-ts,tool-orchestrator.registry.spec,executor,backend-executor,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.registry.spec.ts,internal,backend-source,explicit-source-scan,unknown,unknown,backend,developer|platform-admin,unknown,high,Backend execution/orchestration source file detected at backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.registry.spec.ts.,backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.registry.spec.ts,backend|executor|orchestrator,tool-orchestrator registry spec backend src modules medical-control-plane tool-orchestrator tool-orchestrator registry spec ts backend executor orchestrator handler,active
executor-backend-src-modules-medical-control-plane-tool-orchestrator-tool-orchestrator-registry-ts,tool-orchestrator.registry,executor,backend-executor,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.registry.ts,internal,backend-source,explicit-source-scan,unknown,unknown,backend,developer|platform-admin,unknown,high,Backend execution/orchestration source file detected at backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.registry.ts.,backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.registry.ts,backend|executor|orchestrator,tool-orchestrator registry backend src modules medical-control-plane tool-orchestrator tool-orchestrator registry ts backend executor orchestrator handler,active
executor-backend-src-modules-medical-control-plane-tool-orchestrator-tool-orchestrator-service-ts,tool-orchestrator.service,executor,backend-executor,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.service.ts,internal,backend-source,explicit-source-scan,unknown,unknown,backend,developer|platform-admin,unknown,high,Backend execution/orchestration source file detected at backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.service.ts.,backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.service.ts,backend|executor|orchestrator,tool-orchestrator service backend src modules medical-control-plane tool-orchestrator tool-orchestrator service ts backend executor orchestrator handler,active
fena,FeNa,calculator,Calculator,/tools/calculators/fena,src/pages/tools/Calculators.jsx,frontend-routed,unsupported,unsupported,core-platform,product-core-platform,clinical|calculator|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student,hospital,medium,Fractional excretion of sodium urine electrolyte pattern support for selected AKI contexts. Does not diagnose AKI etiology.,src/pages/tools/Calculators.jsx|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,calculator|Calculator|clinical|operations|core-platform,fena fena calculator calculator tools calculators fena core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium fractional excretion of sodium urine electrolyte pattern support for selected aki contexts does not diagnose aki etiology src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,draft
fenton-growth-chart-helper,Fenton Growth Chart Helper,calculator,Calculator,/tools/calculators/fenton-growth-chart-helper,src/pages/tools/Calculators.jsx,frontend-routed,unsupported,unsupported,emergency-medicine|emergency-department-pack,product-emergency-department,emergency|clinical|pediatrics|calculator,emergency physician|ICU clinician|nurse|hospitalist|pediatric clinician|medical student,hospital,medium,Neonatal growth percentile classification helper for official Fenton chart review.,src/pages/tools/Calculators.jsx|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,calculator|Calculator|emergency|clinical|pediatrics|emergency-medicine|emergency-department-pack,fenton-growth-chart-helper fenton growth chart helper calculator calculator tools calculators fenton-growth-chart-helper emergency-medicine emergency-department-pack product-emergency-department emergency clinical pediatrics calculator emergency physician icu clinician nurse hospitalist pediatric clinician medical student hospital medium neonatal growth percentile classification helper for official fenton chart review src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator emergency clinical pediatrics emergency-medicine emergency-department-pack,draft
feurea,FeUrea,calculator,Calculator,/tools/calculators/feurea,src/pages/tools/Calculators.jsx,frontend-routed,unsupported,unsupported,core-platform,product-core-platform,clinical|calculator|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student,hospital,medium,"Fractional excretion of urea urine electrolyte pattern support, often considered when diuretics limit FeNa.",src/pages/tools/Calculators.jsx|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,calculator|Calculator|clinical|operations|core-platform,feurea feurea calculator calculator tools calculators feurea core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium fractional excretion of urea urine electrolyte pattern support often considered when diuretics limit fena src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,draft
fhir-connector,FHIR Connector,tool,Interoperability,/integrations/fhir,src/pages/platform/PlatformSystemPage.jsx,frontend-routed,backend-backed,demo-only,core-platform,product-core-platform,clinical|operations,emergency physician|hospitalist|cardiologist|nurse|ICU clinician|pediatric clinician|pharmacist|fleet operator|biomedical engineer|administrator|researcher|medical student,hospital,low,"Manage SMART/FHIR endpoint status, scopes, sync readiness, and source provenance.",/api/integrations/fhir/connections|src/pages/platform/PlatformSystemPage.jsx|src/services/platformSystemsApi.js|platformSystemsExpansionPlan.test.js|routePagesSmoke.test.jsx|App.permissions.test.jsx|platformResponsive.test.jsx,tool|Interoperability|clinical|operations|core-platform,fhir-connector fhir connector tool interoperability integrations fhir core-platform product-core-platform clinical operations emergency physician hospitalist cardiologist nurse icu clinician pediatric clinician pharmacist fleet operator biomedical engineer administrator researcher medical student hospital low manage smart fhir endpoint status scopes sync readiness and source provenance api integrations fhir connections src pages platform platformsystempage jsx src services platformsystemsapi js platformsystemsexpansionplan test js routepagessmoke test jsx app permissions test jsx platformresponsive test jsx tool interoperability clinical operations core-platform,beta
fib4,FIB-4,calculator,Calculator,/tools/calculators/fib4,src/pages/tools/Calculators.jsx,frontend-routed,unsupported,unsupported,core-platform,product-core-platform,clinical|calculator|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student,hospital,medium,"FIB-4 index for liver fibrosis risk using age, AST, ALT, and platelets.",src/pages/tools/Calculators.jsx|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,calculator|Calculator|clinical|operations|core-platform,fib4 fib-4 calculator calculator tools calculators fib4 core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium fib-4 index for liver fibrosis risk using age ast alt and platelets src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,draft
fleet-command,Fleet Command,fleet,Fleet,/fleet/command,src/pages/fleet/FleetDashboard.jsx,frontend-routed,unsupported,unsupported,medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,product-medical-iot|product-fleet-ems|product-hospital-operations|product-digital-twin,fleet|operations|medical-iot|maps,fleet operator|administrator|biomedical engineer|ICU clinician|nurse,hospital,high,"Operational fleet snapshot: active and available vehicles, maintenance status, ETAs, energy levels, and utilization metrics. Decision support only — does not dispatch or control vehicles.",src/pages/fleet/FleetDashboard.jsx|src/services/fleetTelemetryService.js|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|fleetCatalogLaunch.test.js,fleet-module|Fleet|fleet|operations|medical-iot|maps|medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,fleet-command fleet command fleet fleet fleet command medical-iot-pack fleet-logistics hospital-operations digital-twin-pack product-medical-iot product-fleet-ems product-hospital-operations product-digital-twin fleet operations medical-iot maps fleet operator administrator biomedical engineer icu clinician nurse hospital high operational fleet snapshot active and available vehicles maintenance status etas energy levels and utilization metrics decision support only does not dispatch or control vehicles src pages fleet fleetdashboard jsx src services fleettelemetryservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js fleetcataloglaunch test js fleet-module fleet fleet operations medical-iot maps medical-iot-pack fleet-logistics hospital-operations digital-twin-pack,draft
fleet-live-map,Fleet Live Map,fleet,Fleet,/fleet/map,src/pages/fleet/FleetLiveMap.jsx,frontend-routed,local-deterministic,live,fleet-logistics|hospital-operations|digital-twin-pack,product-fleet-ems|product-hospital-operations|product-digital-twin,fleet|operations|maps,fleet operator|administrator,hospital,medium,"Visible fleet vehicle tracking map with demo GPS coordinates, route overlays, stale/offline markers, alerts, and vehicle detail drawer",src/pages/fleet/FleetLiveMap.jsx|src/services/hospitalMapService.js|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|fleetCatalogLaunch.test.js,fleet-module|Fleet|fleet|operations|maps|fleet-logistics|hospital-operations|digital-twin-pack,fleet-live-map fleet live map fleet fleet fleet map fleet-logistics hospital-operations digital-twin-pack product-fleet-ems product-hospital-operations product-digital-twin fleet operations maps fleet operator administrator hospital medium visible fleet vehicle tracking map with demo gps coordinates route overlays stale offline markers alerts and vehicle detail drawer src pages fleet fleetlivemap jsx src services hospitalmapservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js fleetcataloglaunch test js fleet-module fleet fleet operations maps fleet-logistics hospital-operations digital-twin-pack,active
fluid-balance-monitor,Fluid Balance Monitor,tool,Reference,/tools/nephrology/fluid-balance-monitor,src/pages/tools/NephrologyAssistantPage.jsx,frontend-routed,unsupported,unsupported,core-platform,product-core-platform,clinical|reference|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student,hospital,medium,"Fluid balance monitor for intake/output, weight change, urine output, volume context, and handoff prompts.",src/pages/tools/NephrologyAssistantPage.jsx|src/services/clinicalChatService.js|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,tool|Reference|clinical|reference|operations|core-platform,fluid-balance-monitor fluid balance monitor tool reference tools nephrology fluid-balance-monitor core-platform product-core-platform clinical reference operations emergency physician hospitalist nurse icu clinician medical student hospital medium fluid balance monitor for intake output weight change urine output volume context and handoff prompts src pages tools nephrologyassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool reference clinical reference operations core-platform,draft
four-score,FOUR Score,calculator,Calculator,/tools/calculators/four-score,src/pages/tools/Calculators.jsx,frontend-routed,unsupported,unsupported,core-platform,product-core-platform,clinical|calculator|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student,hospital,medium,"Coma scale using eye, motor, brainstem reflex, and respiration components. Airway and neurocritical-care pathways take priority.",src/pages/tools/Calculators.jsx|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,calculator|Calculator|clinical|operations|core-platform,four-score four score calculator calculator tools calculators four-score core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium coma scale using eye motor brainstem reflex and respiration components airway and neurocritical-care pathways take priority src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,draft
framingham-risk,Framingham CHD risk,calculator,Calculator,/tools/calculators/framingham-risk,src/pages/tools/Calculators.jsx,frontend-routed,unsupported,unsupported,cardiology-pack,product-cardiology,cardiology|clinical|calculator,cardiologist|emergency physician|hospitalist,hospital,medium,Framingham ATP III point-based 10-year hard CHD risk (ages 30–74) — alternative cardiovascular risk context to ASCVD PCE.,src/pages/tools/Calculators.jsx|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,calculator|Calculator|cardiology|clinical|cardiology-pack,framingham-risk framingham chd risk calculator calculator tools calculators framingham-risk cardiology-pack product-cardiology cardiology clinical calculator cardiologist emergency physician hospitalist hospital medium framingham atp iii point-based 10-year hard chd risk ages 30 74 alternative cardiovascular risk context to ascvd pce src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator cardiology clinical cardiology-pack,draft
free-water-deficit,Free Water Deficit,calculator,Calculator,/tools/calculators/free-water-deficit,src/pages/tools/Calculators.jsx,frontend-routed,unsupported,unsupported,core-platform,product-core-platform,clinical|calculator|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student,hospital,high,"Free water deficit estimate from sodium, weight, and total body water factor. Does not prescribe fluids.",src/pages/tools/Calculators.jsx|toolInventory.test.js|clinicalToolIdContract.test.js|clinicalToolAliasSync.test.js|medicalToolsCatalogIndex.test.js|medicalExpansionCrossPackValidation.test.js|clinicalCatalogLaunch.test.js,calculator|Calculator|clinical|operations|core-platform,free-water-deficit free water deficit calculator calculator tools calculators free-water-deficit core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital high free water deficit estimate from sodium weight and total body water factor does not prescribe fluids src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,draft
frontend-api-activity-record,activity-record,api-endpoint,userActivity,/api/activity,userIdentityApi.js / UserIdentityContext.jsx,frontend-api-call,capability-gated,unknown,unknown,unknown,frontend,unknown,unknown,high,userIdentityApi.js / UserIdentityContext.jsx calls POST /api/activity.,userActivity|userIdentityApi.js / UserIdentityContext.jsx,frontend-api|POST|userActivity,frontend-api-activity-record activity-record api-endpoint useractivity api activity unknown unknown frontend unknown unknown high useridentityapi js useridentitycontext jsx calls post api activity useractivity useridentityapi js useridentitycontext jsx frontend-api post useractivity,active
frontend-api-ai-explainability-trace,ai-explainability-trace,api-endpoint,clinicalIntelligence,/api/clinical-intelligence/ai-explainability/trace,clinicalIntelligenceApi.js / AiExplainability.jsx,frontend-api-call,capability-gated,unknown,unknown,unknown,frontend,unknown,unknown,medium,clinicalIntelligenceApi.js / AiExplainability.jsx calls GET /api/clinical-intelligence/ai-explainability/trace.,clinicalIntelligence|clinicalIntelligenceApi.js / AiExplainability.jsx,frontend-api|GET|clinicalIntelligence,frontend-api-ai-explainability-trace ai-explainability-trace api-endpoint clinicalintelligence api clinical-intelligence ai-explainability trace unknown unknown frontend unknown unknown medium clinicalintelligenceapi js aiexplainability jsx calls get api clinical-intelligence ai-explainability trace clinicalintelligence clinicalintelligenceapi js aiexplainability jsx frontend-api get clinicalintelligence,active
frontend-api-ai-remaining-queries,ai-remaining-queries,api-endpoint,unknown,/api/ai/remaining-queries,configService.js,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,medium,configService.js calls GET /api/ai/remaining-queries.,configService.js,frontend-api|GET,frontend-api-ai-remaining-queries ai-remaining-queries api-endpoint unknown api ai remaining-queries unknown unknown frontend unknown unknown medium configservice js calls get api ai remaining-queries configservice js frontend-api get,active
