artifactId,normalizedText,tags,typeEncoding,roleEncoding,workspaceEncoding,packEncoding,dependencyCount,riskScore,readinessScore
meld-na,meld-na meld-na calculator calculator tools calculators meld-na core-platform product-core-platform pediatrics clinical calculator operations pediatric clinician nurse medical student hospital medium meld with unos sodium adjustment meld-na for hyponatremia in chronic liver disease laboratory meld plus serum sodium src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator pediatrics clinical operations core-platform,calculator|Calculator|pediatrics|clinical|operations|core-platform,type:calculator,role:pediatric-clinician|role:nurse|role:medical-student,workspace:pediatrics|workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.62
mental-health-screening-assistant,mental-health-screening-assistant mental health screening assistant tool calculator tools psychiatry mental-health-screening-assistant ai-workflow-pack core-platform emergency-medicine emergency-department-pack product-core-platform product-emergency-department emergency clinical calculator assistant ai-workflow operations emergency physician icu clinician nurse hospitalist hospital medium guided mental-health screening workflow across mood anxiety trauma sleep substance-use and cognitive screens src pages tools psychiatryassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator emergency clinical calculator assistant ai-workflow operations ai-workflow-pack core-platform emergency-medicine emergency-department-pack,ai-assisted-tool|Calculator|emergency|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,type:tool,role:emergency-physician|role:icu-clinician|role:nurse|role:hospitalist,workspace:emergency|workspace:clinical|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform|pack:emergency-medicine|pack:emergency-department-pack,8,0.5,0.58
metabolic-analytics,metabolic-analytics metabolic analytics tool reference tools endocrine metabolic-analytics fleet-logistics research-education product-fleet-ems product-research research reference fleet operations education researcher medical student hospitalist hospital low metabolic analytics for anthropometrics glucose lipid context metabolic syndrome factors and review queues src pages tools endocrinemetabolicassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool reference research reference fleet operations education fleet-logistics research-education,tool|Reference|research|reference|fleet|operations|education|fleet-logistics|research-education,type:tool,role:researcher|role:medical-student|role:hospitalist,workspace:research|workspace:reference|workspace:fleet|workspace:operations|workspace:education,pack:fleet-logistics|pack:research-education,8,0.2,0.58
metabolic-syndrome-assistant,metabolic-syndrome-assistant metabolic syndrome assistant tool calculator tools endocrine metabolic-syndrome-assistant ai-workflow-pack core-platform cardiology-pack fleet-logistics product-core-platform product-cardiology product-fleet-ems cardiology clinical calculator assistant ai-workflow operations fleet cardiologist emergency physician hospitalist hospital medium metabolic syndrome review using waist circumference glucose blood pressure triglycerides hdl and missing data src pages tools endocrinemetabolicassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator cardiology clinical calculator assistant ai-workflow operations fleet ai-workflow-pack core-platform cardiology-pack fleet-logistics,ai-assisted-tool|Calculator|cardiology|clinical|calculator|assistant|ai-workflow|operations|fleet|ai-workflow-pack|core-platform|cardiology-pack|fleet-logistics,type:tool,role:cardiologist|role:emergency-physician|role:hospitalist,workspace:cardiology|workspace:clinical|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations|workspace:fleet,pack:ai-workflow-pack|pack:core-platform|pack:cardiology-pack|pack:fleet-logistics,8,0.5,0.58
mews,mews mews calculator calculator tools calculators mews cardiology-pack product-cardiology cardiology clinical calculator cardiologist emergency physician hospitalist hospital medium adult early-warning score from respiratory rate heart rate systolic blood pressure temperature and avpu src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator cardiology clinical cardiology-pack,calculator|Calculator|cardiology|clinical|cardiology-pack,type:calculator,role:cardiologist|role:emergency-physician|role:hospitalist,workspace:cardiology|workspace:clinical|workspace:calculator,pack:cardiology-pack,7,0.5,0.62
mmse,mmse mmse calculator calculator tools calculators mmse core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium screening only mmse domain score entry from governed administration does not diagnose dementia delirium or capacity src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,calculator|Calculator|clinical|operations|core-platform,type:calculator,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.62
moca-placeholder-workflow,moca-placeholder-workflow moca placeholder workflow calculator calculator tools calculators moca-placeholder-workflow ai-workflow-pack core-platform simulation-training-pack product-core-platform product-simulation-training admin simulation education clinical training calculator assistant ai-workflow operations administrator emergency physician nurse medical student icu clinician biomedical engineer fleet operator hospital high governance workflow only moca placeholder that does not show items administer moca calculate a score or diagnose cognitive impairment src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator admin simulation education clinical training assistant ai-workflow operations ai-workflow-pack core-platform simulation-training-pack,calculator|Calculator|admin|simulation|education|clinical|training|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|simulation-training-pack,type:calculator,role:administrator|role:emergency-physician|role:nurse|role:medical-student|role:icu-clinician|role:biomedical-engineer|role:fleet-operator,workspace:admin|workspace:simulation|workspace:education|workspace:clinical|workspace:training|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform|pack:simulation-training-pack,7,0.8,0.62
model-access-policy,model-access-policy model access policy tool other governance ai-security model-access ai-workflow-pack core-platform governance-compliance-pack product-core-platform product-governance admin assistant ai-workflow clinical operations governance audit administrator hospital high define approved models data classes regions retention policy and capability-level model access api governance ai-security model-access src pages platform platformgovernanceworkspace jsx src services platformsystemsapi js platformsystemsexpansionplan test js routepagessmoke test jsx app permissions test jsx platformresponsive test jsx tool other admin assistant ai-workflow clinical operations governance audit ai-workflow-pack core-platform governance-compliance-pack,tool|Other|admin|assistant|ai-workflow|clinical|operations|governance|audit|ai-workflow-pack|core-platform|governance-compliance-pack,type:tool,role:administrator,workspace:admin|workspace:assistant|workspace:ai-workflow|workspace:clinical|workspace:operations|workspace:governance|workspace:audit,pack:ai-workflow-pack|pack:core-platform|pack:governance-compliance-pack,7,0.8,0.82
model-ai-gateway,model-ai-gateway ai gateway ai-model ai-system ai-command-center unknown product-core-platform ai-workflow admin clinician operator hospital high routes governed ai requests across assistant rag tool memory cost and evaluation services ai-gateway ai-command-center ai-evaluation ai-model ai-gateway ai platform metered-router,ai-model|ai-gateway|AI Platform|metered-router,type:ai-model,role:admin|role:clinician|role:operator,workspace:ai-workflow,pack:unknown,3,0.8,0.85
model-artifact-resonance,model-artifact-resonance artifact resonance ai-model ai-system artifacts unknown product-core-platform ai-workflow admin clinician operator hospital medium finds related artifacts and recommendations using local metadata features and text similarity caredroid artifacts csv caredroid artifact features csv ai-model artifact-resonance artifact intelligence local-only,ai-model|artifact-resonance|Artifact Intelligence|local-only,type:ai-model,role:admin|role:clinician|role:operator,workspace:ai-workflow,pack:unknown,2,0.5,0.73
model-cost-optimizer,model-cost-optimizer cost optimizer ai-model ai-system costs unknown product-core-platform ai-workflow admin clinician operator hospital medium summarizes ai spend token usage tool cost and routing opportunities ai-cost-optimization ai-command-center ai-model cost-optimizer ai operations savings-oriented,ai-model|cost-optimizer|AI Operations|savings-oriented,type:ai-model,role:admin|role:clinician|role:operator,workspace:ai-workflow,pack:unknown,2,0.5,0.85
model-evaluation,model-evaluation evaluation ai-model ai-system ai evaluation unknown product-core-platform ai-workflow admin clinician operator hospital high tracks model quality hallucination risk retrieval quality latency cost and tool success ai-evaluation ai-command-center ai-model evaluation ai quality benchmark-metered,ai-model|evaluation|AI Quality|benchmark-metered,type:ai-model,role:admin|role:clinician|role:operator,workspace:ai-workflow,pack:unknown,2,0.8,0.85
model-guardrails,model-guardrails guardrails ai-model ai-system ai-governance unknown product-core-platform ai-workflow admin clinician operator hospital critical applies safety phi role entitlement and clinical decision-support boundaries ai-security ai-governance clinical-audit ai-model guardrails clinical safety board local-policy,ai-model|guardrails|Clinical Safety Board|local-policy,type:ai-model,role:admin|role:clinician|role:operator,workspace:ai-workflow,pack:unknown,3,1,0.85
model-moe-router,model-moe-router moe router ai-model ai-system ai-command-center unknown product-core-platform ai-workflow admin clinician operator hospital high selects expert model or workflow classes for clinical and operations requests moe-router ai-training ai-evaluation ai-model moe-router ai platform adaptive,ai-model|moe-router|AI Platform|adaptive,type:ai-model,role:admin|role:clinician|role:operator,workspace:ai-workflow,pack:unknown,3,0.8,0.85
model-rag-evidence-engine,model-rag-evidence-engine rag evidence engine ai-model ai-system research unknown product-core-platform ai-workflow admin clinician operator hospital high retrieves and cites clinical evidence for assistant and guideline workflows ai-rag guideline-rag research-evidence-hub ai-model rag-evidence-engine clinical ai retrieval-plus-generation,ai-model|rag-evidence-engine|Clinical AI|retrieval-plus-generation,type:ai-model,role:admin|role:clinician|role:operator,workspace:ai-workflow,pack:unknown,3,0.8,0.85
model-simulation-tutor,model-simulation-tutor simulation tutor ai-model ai-system simulation unknown product-core-platform ai-workflow admin clinician operator hospital medium guides simulation scenarios debriefing competency review and education recommendations simulation-suite scenario-player debrief-dashboard ai-model simulation-tutor education platform local-demo-plus-ai,ai-model|simulation-tutor|Education Platform|local-demo-plus-ai,type:ai-model,role:admin|role:clinician|role:operator,workspace:ai-workflow,pack:unknown,3,0.5,0.61
model-tool-calling,model-tool-calling tool calling ai-model ai-system tools unknown product-core-platform ai-workflow admin clinician operator hospital high maps assistant intents to deterministic tools calculators executors or guided-chat fallbacks ai-tool-calling calculator-recommender-ai sofa-score ai-model tool-calling clinical tooling low,ai-model|tool-calling|Clinical Tooling|low,type:ai-model,role:admin|role:clinician|role:operator,workspace:ai-workflow,pack:unknown,3,0.8,0.85
model-usage-dashboard,model-usage-dashboard model usage dashboard governance governance governance model-usage governance-compliance-pack product-governance admin governance audit administrator hospital high display usage latency errors model mix and safety events api governance model-usage summary src pages platform platformsystempage jsx src services platformsystemsapi js platformsystemsexpansionplan test js routepagessmoke test jsx app permissions test jsx platformresponsive test jsx governance governance admin audit governance-compliance-pack,governance|Governance|admin|audit|governance-compliance-pack,type:governance,role:administrator,workspace:admin|workspace:governance|workspace:audit,pack:governance-compliance-pack,7,0.8,0.6
modified-rankin-scale,modified-rankin-scale modified rankin scale calculator calculator tools calculators modified-rankin-scale emergency-medicine emergency-department-pack product-emergency-department emergency clinical calculator emergency physician icu clinician nurse hospitalist hospital medium global disability outcome scale after stroke or neurologic illness does not recommend acute treatment or disposition src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator emergency clinical emergency-medicine emergency-department-pack,calculator|Calculator|emergency|clinical|emergency-medicine|emergency-department-pack,type:calculator,role:emergency-physician|role:icu-clinician|role:nurse|role:hospitalist,workspace:emergency|workspace:clinical|workspace:calculator,pack:emergency-medicine|pack:emergency-department-pack,7,0.5,0.62
moe-router,moe-router moe router tool ai system assistant ai-workflow-pack core-platform research-education product-core-platform product-research research reference assistant ai-workflow clinical operations education researcher medical student hospitalist hospital medium mixture-of-experts router context for expert selection retrieval policy fallback behavior and human-review flags src pages assistant jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool ai system research reference assistant ai-workflow clinical operations education ai-workflow-pack core-platform research-education,ai-assisted-tool|AI System|research|reference|assistant|ai-workflow|clinical|operations|education|ai-workflow-pack|core-platform|research-education,type:tool,role:researcher|role:medical-student|role:hospitalist,workspace:research|workspace:reference|workspace:assistant|workspace:ai-workflow|workspace:clinical|workspace:operations|workspace:education,pack:ai-workflow-pack|pack:core-platform|pack:research-education,8,0.5,0.58
morse-fall-scale,morse-fall-scale morse fall scale calculator calculator tools calculators morse-fall-scale core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium morse fall scale for inpatient fall risk history diagnoses ambulation iv gait mental status 0 125 src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,calculator|Calculator|clinical|operations|core-platform,type:calculator,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.62
neonatal-assessment-assistant,neonatal-assessment-assistant neonatal assessment assistant tool calculator tools pediatrics-obgyn neonatal-assessment-assistant ai-workflow-pack core-platform product-core-platform pediatrics clinical calculator assistant ai-workflow operations pediatric clinician nurse medical student hospital medium neonatal assessment assistant for apgar feeding temperature bilirubin growth screening and red flags src pages tools pediatricsobgynassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator pediatrics clinical calculator assistant ai-workflow operations ai-workflow-pack core-platform,ai-assisted-tool|Calculator|pediatrics|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,type:tool,role:pediatric-clinician|role:nurse|role:medical-student,workspace:pediatrics|workspace:clinical|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform,8,0.5,0.58
neonatal-bilirubin-risk-helper,neonatal-bilirubin-risk-helper neonatal bilirubin risk helper calculator calculator tools calculators neonatal-bilirubin-risk-helper core-platform product-core-platform pediatrics clinical calculator operations pediatric clinician nurse medical student hospital medium neonatal bilirubin review helper for aap 2022 nomogram workflow without phototherapy recommendations src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator pediatrics clinical operations core-platform,calculator|Calculator|pediatrics|clinical|operations|core-platform,type:calculator,role:pediatric-clinician|role:nurse|role:medical-student,workspace:pediatrics|workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.62
neonatal-dashboard,neonatal-dashboard neonatal dashboard tool reference tools pediatrics-obgyn neonatal-dashboard core-platform product-core-platform pediatrics clinical reference operations pediatric clinician nurse medical student hospital low neonatal dashboard concept for vitals feeding bilirubin growth screening and review queues src pages tools pediatricsobgynassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool reference pediatrics clinical reference operations core-platform,tool|Reference|pediatrics|clinical|reference|operations|core-platform,type:tool,role:pediatric-clinician|role:nurse|role:medical-student,workspace:pediatrics|workspace:clinical|workspace:reference|workspace:operations,pack:core-platform,8,0.2,0.58
neuro-exam-assistant,neuro-exam-assistant neuro exam assistant tool calculator tools neurology neuro-exam-assistant ai-workflow-pack core-platform product-core-platform clinical calculator assistant ai-workflow operations emergency physician hospitalist nurse icu clinician medical student hospital medium guided neurologic exam checklist for mental status cranial nerves motor sensory coordination gait reflexes and localization prompts src pages tools neurologyassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator clinical calculator assistant ai-workflow operations ai-workflow-pack core-platform,ai-assisted-tool|Calculator|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,type:tool,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform,8,0.5,0.58
neuro-monitoring-engine,neuro-monitoring-engine neuro monitoring engine tool reference tools neurology neuro-monitoring-engine core-platform product-core-platform clinical reference operations emergency physician hospitalist nurse icu clinician medical student hospital low neuro monitoring trend engine for serial exams consciousness scores pupillary data icp context and review queues src pages tools neurologyassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool reference clinical reference operations core-platform,tool|Reference|clinical|reference|operations|core-platform,type:tool,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:reference|workspace:operations,pack:core-platform,8,0.2,0.58
neuro-telemetry-dashboard,neuro-telemetry-dashboard neuro telemetry dashboard tool reference tools neurology neuro-telemetry-dashboard emergency-medicine emergency-department-pack medical-iot-pack hospital-operations digital-twin-pack product-emergency-department product-medical-iot product-hospital-operations product-digital-twin operations emergency clinical reference medical-iot maps biomedical engineer icu clinician nurse administrator emergency physician hospitalist hospital high neuro telemetry dashboard for neuro checks gcs nihss trends seizure events icp evd context freshness and review queues src pages tools neurologyassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool reference operations emergency clinical reference medical-iot maps emergency-medicine emergency-department-pack medical-iot-pack hospital-operations digital-twin-pack,tool|Reference|operations|emergency|clinical|reference|medical-iot|maps|emergency-medicine|emergency-department-pack|medical-iot-pack|hospital-operations|digital-twin-pack,type:tool,role:biomedical-engineer|role:icu-clinician|role:nurse|role:administrator|role:emergency-physician|role:hospitalist,workspace:operations|workspace:emergency|workspace:clinical|workspace:reference|workspace:medical-iot|workspace:maps,pack:emergency-medicine|pack:emergency-department-pack|pack:medical-iot-pack|pack:hospital-operations|pack:digital-twin-pack,8,0.8,0.58
neurology-timeline-ai,neurology-timeline-ai neurology timeline ai tool reference tools neurology neurology-timeline-ai ai-workflow-pack core-platform emergency-medicine emergency-department-pack product-core-platform product-emergency-department emergency clinical reference assistant ai-workflow operations emergency physician icu clinician nurse hospitalist hospital medium neurology timeline workflow for symptom onset exams imaging eeg interventions and handoff chronology src pages tools neurologyassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool reference emergency clinical reference assistant ai-workflow operations ai-workflow-pack core-platform emergency-medicine emergency-department-pack,tool|Reference|emergency|clinical|reference|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,type:tool,role:emergency-physician|role:icu-clinician|role:nurse|role:hospitalist,workspace:emergency|workspace:clinical|workspace:reference|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform|pack:emergency-medicine|pack:emergency-department-pack,8,0.5,0.58
news2,news2 news2 calculator calculator tools calculators news2 emergency-medicine emergency-department-pack product-emergency-department emergency clinical calculator emergency physician icu clinician nurse hospitalist hospital medium rcp news2 rr spo scale 1 or 2 supplemental oxygen systolic bp pulse consciousness temperature total score and escalation band src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator emergency clinical emergency-medicine emergency-department-pack,calculator|Calculator|emergency|clinical|emergency-medicine|emergency-department-pack,type:calculator,role:emergency-physician|role:icu-clinician|role:nurse|role:hospitalist,workspace:emergency|workspace:clinical|workspace:calculator,pack:emergency-medicine|pack:emergency-department-pack,7,0.5,0.62
nexus-cspine,nexus-cspine nexus c-spine rule tool calculator tools calculators emergency-medicine emergency-department-pack product-emergency-department emergency clinical calculator emergency physician icu clinician nurse hospitalist hospital medium nexus criteria for cervical spine imaging in blunt trauma clinical decision support only not c-spine clearance src pages tools calculators jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator emergency clinical calculator emergency-medicine emergency-department-pack,ai-assisted-tool|Calculator|emergency|clinical|calculator|emergency-medicine|emergency-department-pack,type:tool,role:emergency-physician|role:icu-clinician|role:nurse|role:hospitalist,workspace:emergency|workspace:clinical|workspace:calculator,pack:emergency-medicine|pack:emergency-department-pack,8,0.5,0.58
nihss,nihss nih stroke scale nihss tool calculator tools calculators emergency-medicine emergency-department-pack product-emergency-department emergency clinical calculator emergency physician icu clinician nurse hospitalist hospital medium nih stroke scale structured neurologic deficit scoring clinical decision support does not replace urgent stroke evaluation or treatment decisions src pages tools calculators jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator emergency clinical calculator emergency-medicine emergency-department-pack,ai-assisted-tool|Calculator|emergency|clinical|calculator|emergency-medicine|emergency-department-pack,type:tool,role:emergency-physician|role:icu-clinician|role:nurse|role:hospitalist,workspace:emergency|workspace:clinical|workspace:calculator,pack:emergency-medicine|pack:emergency-department-pack,8,0.5,0.58
nihss-summary-view,nihss-summary-view nihss summary view calculator calculator tools calculators nihss-summary-view ai-workflow-pack core-platform emergency-medicine emergency-department-pack product-core-platform product-emergency-department emergency clinical calculator assistant ai-workflow operations emergency physician icu clinician nurse hospitalist hospital high nih stroke scale item summary for stroke exam documentation does not replace urgent stroke activation or imaging src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator emergency clinical assistant ai-workflow operations ai-workflow-pack core-platform emergency-medicine emergency-department-pack,calculator|Calculator|emergency|clinical|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,type:calculator,role:emergency-physician|role:icu-clinician|role:nurse|role:hospitalist,workspace:emergency|workspace:clinical|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform|pack:emergency-medicine|pack:emergency-department-pack,7,0.8,0.62
ob-triage-assistant,ob-triage-assistant ob triage assistant tool calculator tools pediatrics-obgyn ob-triage-assistant ai-workflow-pack core-platform emergency-medicine emergency-department-pack product-core-platform product-emergency-department emergency clinical pediatrics calculator assistant ai-workflow operations emergency physician icu clinician nurse hospitalist pediatric clinician medical student hospital medium ob triage assistant for maternal symptoms gestational age fetal concerns bleeding fluid leakage and urgent pathway prompts src pages tools pediatricsobgynassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator emergency clinical pediatrics calculator assistant ai-workflow operations ai-workflow-pack core-platform emergency-medicine emergency-department-pack,ai-assisted-tool|Calculator|emergency|clinical|pediatrics|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,type:tool,role:emergency-physician|role:icu-clinician|role:nurse|role:hospitalist|role:pediatric-clinician|role:medical-student,workspace:emergency|workspace:clinical|workspace:pediatrics|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform|pack:emergency-medicine|pack:emergency-department-pack,8,0.5,0.58
observation-vitals-import,observation-vitals-import observation and vitals import tool patient data patients patientid observations import medical-iot-pack hospital-operations digital-twin-pack product-medical-iot product-hospital-operations product-digital-twin operations medical-iot maps biomedical engineer icu clinician nurse administrator hospital low import vitals and observations with unit normalization device metadata and freshness labels api patients patientid import observations src pages platform platformsystempage jsx src services platformsystemsapi js platformsystemsexpansionplan test js routepagessmoke test jsx app permissions test jsx platformresponsive test jsx tool patient data operations medical-iot maps medical-iot-pack hospital-operations digital-twin-pack,tool|Patient Data|operations|medical-iot|maps|medical-iot-pack|hospital-operations|digital-twin-pack,type:tool,role:biomedical-engineer|role:icu-clinician|role:nurse|role:administrator,workspace:operations|workspace:medical-iot|workspace:maps,pack:medical-iot-pack|pack:hospital-operations|pack:digital-twin-pack,7,0.2,0.82
operations-incident-center,operations-incident-center operations incident center tool other operations incidents hospital-operations digital-twin-pack product-hospital-operations product-digital-twin admin operations maps administrator icu clinician nurse biomedical engineer hospital high link production incidents to deployments safety findings audit events and degraded service states api operations incidents src pages platform platformgovernanceworkspace jsx src services platformsystemsapi js platformsystemsexpansionplan test js routepagessmoke test jsx app permissions test jsx platformresponsive test jsx tool other admin operations maps hospital-operations digital-twin-pack,tool|Other|admin|operations|maps|hospital-operations|digital-twin-pack,type:tool,role:administrator|role:icu-clinician|role:nurse|role:biomedical-engineer,workspace:admin|workspace:operations|workspace:maps,pack:hospital-operations|pack:digital-twin-pack,7,0.8,0.82
order-set-ai,order-set-ai intelligent order set assistant tool reference tools order-set-ai ai-workflow-pack core-platform emergency-medicine emergency-department-pack cardiology-pack research-education product-core-platform product-emergency-department product-cardiology product-research cardiology clinical emergency research reference assistant ai-workflow operations education cardiologist emergency physician hospitalist icu clinician nurse researcher medical student hospital high tier c clinical intelligence workflow that suggests evidence-linked order bundles and protocol pathways for clinician review api clinical-intelligence order-set-ai generate src pages tools ordersetai jsx src services clinicalintelligenceapi js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool reference cardiology clinical emergency research reference assistant ai-workflow operations education ai-workflow-pack core-platform emergency-medicine emergency-department-pack cardiology-pack research-education,tool|Reference|cardiology|clinical|emergency|research|reference|assistant|ai-workflow|operations|education|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack|cardiology-pack|research-education,type:tool,role:cardiologist|role:emergency-physician|role:hospitalist|role:icu-clinician|role:nurse|role:researcher|role:medical-student,workspace:cardiology|workspace:clinical|workspace:emergency|workspace:research|workspace:reference|workspace:assistant|workspace:ai-workflow|workspace:operations|workspace:education,pack:ai-workflow-pack|pack:core-platform|pack:emergency-medicine|pack:emergency-department-pack|pack:cardiology-pack|pack:research-education,9,0.8,0.82
osmolal-gap,osmolal-gap osmolal gap calculator calculator tools calculators osmolal-gap core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium osmolal gap calculation from measured osmolality sodium glucose bun and optional ethanol toxicology context only src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,calculator|Calculator|clinical|operations|core-platform,type:calculator,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.62
